,SMA,Month_,Date_,Day_,Post,Post Format,Impressions,Click-Through-Rate,Retweets/Shares,Likes,Video Views,Link Clicks,Detail Expands,Hashtag Clicks,User Profile Clicks,Media Engagements,Total Engagements,Engagements,Follows,Replies,Post/Tweet Length,Account
539,Twitter,October,2020-10-22,Thursday,"Like most other companies, @Quora shifted to remote work when the global pandemic hit.
 
 CEO and founder @adamdangelo decided to make the shift permanent.
 
 Quora is ""remote first"" and they're not going back. We're enjoying this afternoon session at @sfelc_'s ELC Summit 2020 ðŸ‘ https://t.co/3Tv8U845kC",Graphic,306,0.0,1394.0,36.0,41.0,6,0.0,42.0,0.0,0.0,6,132.0,126.0,0.0,1.0,LinkedIn
540,Twitter,October,2020-10-22,Thursday,"We're back at ELC Summit 2020 today and enjoying the fantastic sessions ðŸ™Œ
 
 Team members in our virtual booth are available to chat. Feel free to drop in and say hello ðŸ‘‹
 
 Enjoy the day! #ELCSummit https://t.co/sog94PfSpF",Graphic,229,0.0,1109.0,32.0,39.0,1,0.0,41.0,0.0,0.0,1,115.0,114.0,0.0,1.0,LinkedIn
541,Twitter,October,2020-10-22,Thursday,"Jyoti Bansal was once an engineer at Wily Technology.
 
 Then he founded AppDynamics and led the company on a journey that resulted in a $3.7B acquisition by Cisco.
 
 Are you considering the jump from engineer to entrepreneur? https://t.co/OLpCPVIOAW",Graphic,251,0.0,1026.0,33.0,41.0,5,0.0,13.0,0.0,0.0,5,98.0,93.0,0.0,1.0,LinkedIn
542,Twitter,October,2020-10-22,Thursday,"We're watching ""Production Engineering and the Role of Mediator-Facilitators in Your Organization"" with Donald Sumbry, Head of Reliability Engineering at @Airbnb ðŸ™Œ https://t.co/YgrGqfXr5F",Graphic,190,0.0,900.0,34.0,41.0,1,0.0,162.0,0.0,0.0,1,239.0,238.0,0.0,0.0,Facebook
543,Twitter,October,2020-10-22,Thursday,"When do you take over a new org?
 
 1) You join a new company
 2) The previous leader left 
 3) Your role is expanding
 
 Each scenario is handled differently, says Akhil Gupta, VP &amp; GM of Enterprise at @Dropbox.
 
 #ELCSummit https://t.co/bXcDZdMIyo",Graphic,254,0.0,885.0,32.0,41.0,0,0.0,9.0,0.0,0.0,0,83.0,83.0,0.0,1.0,LinkedIn
544,Twitter,October,2020-10-22,Thursday,"We're enjoying this session with:
 
 ðŸ‘‰ @michaelmontano, VP Engineering at Twitter
 ðŸ‘‰ Preeti Kaur, VP Engineering at Carta
 
 Session title: ""The Future is Decentralized""
 
 We agree! ðŸ‘ŒðŸ™Œ https://t.co/mPzrFcYRtn",Graphic,221,0.0,874.0,34.0,41.0,1,0.0,12.0,0.0,12.0,1,103.0,102.0,0.0,2.0,LinkedIn
545,Twitter,October,2020-10-22,Thursday,"How do you move fast, but break FEWER things?
 
 Richard Wong, SVP of Engineering at @coursera uses the DOTE methodology:
 
 Define, Own, Test and Engage ðŸ‘ https://t.co/SvkUlymvrE",Graphic,182,0.0,818.0,33.0,41.0,1,0.0,15.0,0.0,0.0,1,92.0,91.0,0.0,1.0,LinkedIn
546,Facebook,October,2020-10-22,Thursday,"Our CEO (Daniel Dargham) is speaking at a panel discussion with Fastly’s VP Of Engineering, Platform, and Post-PC Labs’ Founder on November 5. The topic: Discovering Engineering Talent In A Distributed World. #engineeringleadership #ELCSummit #ELCSummit2020 #leadership",Graphic,16710,0.0007,0.0,0.0,0.0,12,,,,,63,63.0,,,,Facebook
547,LinkedIn,October,2020-10-22,Thursday,"Like most other companies, Quora shifted to remote work when the global pandemic hit.
 
 CEO and founder Adam D'Angelo decided to make the shift permanent.
 
 Quora is ""remote first"" and they're not going back. We're enjoying this afternoon session at ELC Summit 2020 ??",Graphic,571,0.007,0.0,3.0,0.0,4,,,,,7,,,0.0,270.0,Twitter
548,LinkedIn,October,2020-10-22,Thursday,"Day 2 of ELC Summit 2020 is underway ??
 
 If you're attending the virtual summit, drop by our booth to say hi to our team members.
 
 For more information about the event ??
 https://lnkd.in/gcxXbZZ
 
 #engineeringleadership #virtualevents",Graphic,382,0.0079,1.0,2.0,0.0,3,,,,,6,,,0.0,240.0,Twitter
549,LinkedIn,October,2020-10-22,Thursday,"Session at ELC Summit 2020: ""The Future is Decentralized.""
 
 Description:
 
 ""The future of work is decentralized. With no one single point of failure, companies have the opportunity to unlock the full potential of anyone, anywhere.
 
 One company who is taking decentralization seriously is Twitter. As the company works to grow its global workforce to reflect the diverse voices who use the service daily, they're also looking at ways to enable anyone, anywhere to work at Twitter.""
 
 #twitter #decentralization #engineeringleadership",Graphic,582,0.0155,2.0,1.0,0.0,9,,,,,13,,,1.0,538.0,Twitter
550,LinkedIn,October,2020-10-23,Friday,"Our CEO (Daniel Dargham) is speaking at a panel discussion with Fastly’s VP Of Engineering, Platform and Post-PC Labs’ Founder. The topic? Discovering Engineering Talent In A Distributed World.
 
 Not signed up? Buy a ticket ?? https://lnkd.in/gAk852P",Graphic,512,0.0117,1.0,7.0,0.0,6,,,,,14,,,0.0,251.0,Twitter
551,LinkedIn,October,2020-10-23,Friday,"Whether you manage a team of engineers, a team of regional sales managers, or the company, your first responsibility is to hire and successfully manage the seven people who will form your leadership team.
 
 Managers who hire those seven people - either from talent inside the company or outside the company - will be more effective. Why? 
 
 #leadership #growth #managers #teams #techtalent #engineeringleadership #managingpeople",Article,375,0.016,1.0,2.0,0.0,6,,,,,9,,,0.0,430.0,Twitter
552,Twitter,October,2020-10-26,Monday,"Daniel Dargham, our CEO is speaking in a panel discussion at #ELCSummit2020. It takes place on November 5, 2020, at 9:30am PT.
 
 The title: â€œDiscovering Engineering Talent In A Distributed World.â€
 
 Learn more ðŸ‘‡
 https://t.co/4VwRmzyDe8
 
 #engineeringleadership #ELCSummit #leaders https://t.co/UgvbHjZF0f",Graphic,315,0.0005,8321.0,33.0,42.0,30,4.0,74.0,2.0,12.0,30,228.0,198.0,1.0,0.0,LinkedIn
553,LinkedIn,October,2020-10-26,Monday,"A marketing software company that aims to improve the effectiveness of programmatic marketing, needed to optimize their systems. 
 
 They contracted our help and we enabled them to improve their processes helping them maintain the lead in the market. Find out how we did it: https://bit.ly/35ypkot
 
 #martech #agile #software #ML #AI #engineeringexcellence #complexcoredevelopment #engineeringteams #engineeringleadership",Video,2052,0.0059,1.0,27.0,1165.0,12,,,,,1206,,,1.0,422.0,Twitter
554,Facebook,October,2020-10-26,Monday,"A marketing software company that aims to improve the effectiveness of programmatic marketing, needed to optimize their systems. They contracted our help and we enabled them to improve their processes helping them maintain the lead in the market. Find out how we did it: https://bit.ly/35ypkot #martech #agile #software #ML #AI #engineeringexcellence #complexcoredevelopment #engineeringteams #engineeringleadership",Video,2625,0.0171,0.0,0.0,2128.0,45,,,,,2191,63.0,,,,Twitter
555,Facebook,October,2020-10-27,Tuesday,"Collaborating with Capgemini and Altran, the client needed to quickly demonstrate the potential of 5G to transform industries of all types in order to begin monetizing its investment in the network in key European markets. This case study highlights how #IntelligentIndustry made it happen: https://bit.ly/2HtzXkL #innovation #complexcoredevelopment #digitaltransformation #technology #5G #telecommunication #engineeringleadership #engineeringexcellence",Article,5128,0.0049,0.0,0.0,0.0,25,,,,,26,26.0,,,,Facebook
556,LinkedIn,October,2020-10-27,Tuesday,"Collaborating with Capgemini and Altran, the client needed to quickly demonstrate the potential of 5G to transform industries of all types in order to begin monetizing its investment in the network in key European markets. 
 
 This case study highlights how #IntelligentIndustry made it happen: https://bit.ly/2HtzXkL
 
 #innovation #complexcoredevelopment #digitaltransformation #technology #5G #telecommunication #engineeringleadership #engineeringexcellence",Article,195,0.0154,0.0,25.0,0.0,3,,,,,28,,,0.0,460.0,Twitter
557,Twitter,October,2020-10-28,Wednesday,"We're looking forward to ELC Summit 2020 tomorrow. The morning sessions look amazing ðŸ™Œ
 
 If you're attending, drop by our virtual booth to say hello ðŸ‘‹
 
 We also have a discussion/chat area. Navigate to ""Channels,"" then look for ""#lohika"" - hope to see you at the virtual summit! https://t.co/wxcHUEjQ7V",Graphic,310,0.0,1194.0,39.0,45.0,7,0.0,196.0,0.0,1.0,7,296.0,289.0,0.0,1.0,Facebook
558,Facebook,October,2020-10-28,Wednesday,"Date ??: November 5, 2020 Time ?: 9:30am PT Topic ??: Discovering Engineering Talent In A Distributed World Speaker ??: Lohika CEO Daniel Dargham (and others) as they discuss the challenges leaders face in building distributed teams and explore solutions. We’re looking forward to this panel discussion at ELC Summit 2020!",Graphic,4507,0.0009,0.0,0.0,0.0,4,,,,,26,26.0,,,,Facebook
559,Twitter,October,2020-10-29,Thursday,"Our own Irena Stetska, Strategic Client Partner is interviewed by Patrick Gallagher at ELC Summit 2020 ðŸ™Œ https://t.co/Tj4oxr5OEF",Graphic,131,0.0,1282.0,34.0,39.0,8,0.0,6.0,0.0,1.0,8,96.0,88.0,0.0,0.0,LinkedIn
560,Twitter,October,2020-10-29,Thursday,"No one has a crystal ball into the future. How to do technical decision making for the long term? 
 
 That's what we're learning with Parag Agrawal (@paraga), CTO at Twitter and Melissa Binde, VP Engineering, Platform and Observability at @splunk. https://t.co/fM7LXY5sQF",Graphic,271,0.0,1266.0,35.0,39.0,3,0.0,4.0,0.0,1.0,3,85.0,82.0,0.0,0.0,LinkedIn
561,Twitter,October,2020-10-29,Thursday,"When Andrew Fong (VP of Infrastructure) joined Dropbox in 2012, the infrastructure team was 12 people. Today, the team has more than 250 people.
 
 Now that's growth!
 
 We're enjoying Andrew's talk with @namrataganatra, CTO at @LambdaSchool. https://t.co/BsSyKbodR2",Graphic,266,0.0,878.0,34.0,37.0,4,0.0,5.0,0.0,0.0,4,84.0,80.0,0.0,0.0,LinkedIn
562,Twitter,October,2020-10-29,Thursday,"We're enjoying ""Building &amp; Managing a Diverse Team in the Age of Social Distance"" with:
 
 ðŸ‘‰ Prachi Gupta, VP of Engineering at @discord 
 
 ðŸ‘‰ Minal Mehta (@minal_9), Head of Product Management, Next Billion Users (NBU) at @YouTube 
 
 A relevant and important topic ðŸ™Œ https://t.co/MyliTgm6mD",Graphic,305,0.0,840.0,36.0,38.0,3,0.0,8.0,0.0,2.0,3,90.0,87.0,0.0,0.0,LinkedIn
563,Twitter,October,2020-10-29,Thursday,"A passion for building what hasn't been built. Yet.
 
 We help high-growth companies engineer the next Big Thing.
 
 To learn more about our services, visit our virtual booth at ELC Summit 2020! ðŸ‘‹ https://t.co/nd1CJSN8mr",Graphic,223,0.0,754.0,34.0,38.0,3,0.0,9.0,0.0,1.0,3,88.0,85.0,0.0,0.0,LinkedIn
564,Twitter,October,2020-10-29,Thursday,"Pete Nichols, Head of Core Product Engineering at Pinterest:
 
 Triage SLA for the last 50 days: of all the bugs you were supposed to triage in the past 50 days, what percentage did you triage in the 2-day SLA? https://t.co/cQKGbqXcCw",Graphic,234,0.0,710.0,34.0,37.0,2,0.0,8.0,0.0,0.0,2,84.0,82.0,0.0,1.0,LinkedIn
565,Twitter,October,2020-10-29,Thursday,"Session: How the Future of Hiring is Changing
 
 Speakers:
 
 ðŸ‘‰ Aditya Agarwal, Partner-in-Residence at South Park Commons
 ðŸ‘‰ Osman (Ozzie) Osman [@oao84], Co-founder at Monarch Money
 
 At Dropbox, Aditya scaled his team from 20 to over 1,000. We're excited to hear how he did it. https://t.co/X1o37TjK6z",Graphic,311,0.0,675.0,33.0,36.0,0,0.0,3.0,0.0,0.0,0,72.0,72.0,0.0,0.0,LinkedIn
566,Twitter,October,2020-10-29,Thursday,Attending ELC Summit today? Come visit our booth during one of the breaks. Hope to see you! ðŸ‘‹ https://t.co/AVzImWjja0,Graphic,120,0.0,667.0,34.0,36.0,1,0.0,5.0,0.0,0.0,1,78.0,77.0,0.0,1.0,LinkedIn
567,Twitter,October,2020-10-29,Thursday,"We have this session bookmarked. Thanks, @sfelc_ ðŸ™ŒðŸ‘‡ https://t.co/D41m3KYlNV",Status Update,81,0.0,513.0,30.0,35.0,0,0.0,0.0,0.0,0.0,0,65.0,65.0,0.0,0.0,LinkedIn
568,Twitter,October,2020-10-29,Thursday,Starting now! ðŸ™ŒðŸ‘‡ https://t.co/S6mueb7Fxt,Status Update,46,0.0,501.0,30.0,35.0,0,0.0,2.0,0.0,0.0,0,67.0,67.0,0.0,0.0,LinkedIn
569,LinkedIn,October,2020-10-29,Thursday,"Through Intelligent Industry, Capgemini and Altran allows companies to transform data into insight and actions. Discover how #IntelligentIndustry can help your business take advantage of what’s possible when everything is intelligent and powered by data.
 
 https://lnkd.in/diaCuyd
 
 #IIoT #AI #IntelligentIndustry #engineeringexcellence #technology #complexcoredevelopment #engineeringleadership",Video,243,0.0,1.0,17.0,0.0,0,,,,,18,,,0.0,397.0,Facebook
570,Facebook,October,2020-10-29,Thursday,"Our own Irena Stetska was interviewed by Patrick Gallagher today on the main stage at ELC Summit 2020 ?? As Irena says, ""The whole Lohika team is excited and passionate about the work we do. We'd be happy to answer any questions and to make new friends."" ???? #engineeringleadership #interviews #engineeringexcellence #corecomplexdevelopment",Video,21537,0.0011,0.0,0.0,6713.0,23,,,,,7011,298.0,,,,Facebook
571,LinkedIn,October,2020-10-29,Thursday,"The sessions and speakers at ELC Summit 2020 have been out of this world ??
 
 If you're attending the summit, stop in and say hello ?? at our virtual booth.
 
 Enjoy the conference!
 
 #engineeringleadership #virtualevents",Graphic,419,0.0024,1.0,28.0,0.0,1,,,,,30,,,0.0,223.0,Facebook
572,LinkedIn,October,2020-10-29,Thursday,"Our own Irena Stetska was interviewed by Patrick Gallagher today on the main stage at ELC Summit 2020 ??
 
 As Irena says, ""The whole Lohika team is excited and passionate about the work we do. We'd be happy to answer any questions and to make new friends."" ????
 
 #engineeringleadership #interviews",Video,839,0.0095,1.0,23.0,71.0,8,,,,,103,,,0.0,300.0,Twitter
573,LinkedIn,October,2020-10-29,Thursday,"Lohika is proud to be a Diamond Sponsor of this year's #ELCSummit2020 event! ?? A 4-day virtual summit for engineering leaders. 
 
 The summit takes place over four consecutive Thursdays and we're excited our CEO Daniel Dargham is speaking in a panel discussion with Fastly’s VP Of Engineering, New Relic, and Post-PC Labs’ Founder on November 5, 2020, at 9:30 am PT as they discuss the challenges leaders face in building distributed teams and explore solutions.
 
 We’re looking forward to this panel discussion at ELC Summit 2020! ??
 https://lnkd.in/dRV5m8x
 
 #engineeringleadership #ELCSummit #leadership",Graphic,286,0.0105,0.0,30.0,0.0,3,,,,,33,,,0.0,610.0,Twitter
574,Twitter,October,2020-10-30,Friday,"These approachable ideas and best practices by @ScottWlaschin aim to help #engineeringteams apply the principles of functional #programming to high-level design and architecture. https://t.co/5XN5xj0dAt
 
 #software #functionalprogramming #softwarearchitecture #leadership",Graphic,272,0.001,2100.0,36.0,36.0,0,2.0,17.0,3.0,0.0,0,94.0,94.0,0.0,0.0,LinkedIn
575,LinkedIn,October,2020-10-30,Friday,"There are many ways to do software architecture, and there is no one-size-fits-all approach. However, the potential benefits of using functional programming principles are manifold. 
 
 Scott Wlaschin highlights key approachable ideas and best practices to help #engineeringteams apply the principles of functional programming to high-level design and architecture.
 
 #software #functionalprogramming #engineeringleadership #softwarearchitecture #leadership",Article,255,0.0118,0.0,27.0,0.0,3,,,,,30,,,0.0,458.0,Twitter
